pollster,start_date,end_date,sample_size,sample_type,rep,dem,other,election_year,state,overlapping_special_election,dem_actual,rep_actual,other_actual,rep_won
PPIC,2024/03/19,2024/03/25,10890,LV,37,61,,2024,california,,58.75,41.25,0,0
LA Times/Berkeley IGS,2024/02/22,2024/02/27,65340,RV,38,53,,2024,california,,58.75,41.25,0,0
CT Mirror/MassINC,2024/09/12,2024/09/18,8000,LV,35,51,,2024,connecticut,,58.85,39.7,0.87,0
University of Delaware*,2024/09/11,2024/09/19,4000,RV,32,52,,2024,delaware,,56.59,39.5,3.91,0
Morning Consult,2024/10/23,2024/11/01,20220,LV,48,45,,2024,florida,,42.79,55.57,0.58,1
Florida Atlantic University,2024/10/19,2024/10/27,9130,LV,50,46,,2024,florida,,42.79,55.57,0.58,1
The Hill/Emerson,2024/10/18,2024/10/20,8600,LV,48,44,,2024,florida,,42.79,55.57,0.58,1
Univ. of North Florida,2024/10/07,2024/10/18,9770,LV,49,46,,2024,florida,,42.79,55.57,0.58,1
Marist,2024/10/03,2024/10/07,12570,LV,50,48,,2024,florida,,42.79,55.57,0.58,1
NBC 6/Mason-Dixon,2024/10/01,2024/10/04,6250,RV,48,41,,2024,florida,,42.79,55.57,0.58,1
NY Times/Siena,2024/09/29,2024/10/04,6170,LV,49,40,,2024,florida,,42.79,55.57,0.58,1
The Hill/Emerson,2024/09/03,2024/09/05,8150,LV,46,45,,2024,florida,,42.79,55.57,0.58,1
Florida Atlantic University,2024/08/10,2024/08/11,10400,LV,47,43,,2024,florida,,42.79,55.57,0.58,1
Univ. of North Florida,2024/07/24,2024/07/27,7740,LV,47,43,,2024,florida,,42.79,55.57,0.58,1
Florida Atlantic University,2024/06/08,2024/06/09,7770,LV,45,43,,2024,florida,,42.79,55.57,0.58,1
CBS News,2024/05/10,2024/05/16,11810,LV,45,37,,2024,florida,,42.79,55.57,0.58,1
Florida Atlantic University,2024/04/15,2024/04/17,8650,RV,52,35,,2024,florida,,42.79,55.57,0.58,1
Emerson,2024/04/09,2024/04/10,10000,RV,45,38,,2024,florida,,42.79,55.57,0.58,1
Indy Politics,2024/09/23,2024/09/25,6000,LV,49,35,,2024,indiana,,38.77,58.64,2.59,1
The Hill/Emerson*,2024/09/12,2024/09/13,10000,LV,47,33,,2024,indiana,,38.77,58.64,2.59,1
Emerson,2023/10/01,2023/10/04,4620,RV,31,22,,2024,indiana,,38.77,58.64,2.59,1
UNH,2024/10/29,2024/11/02,14850,LV,35,7,50,2024,maine,,10.83,34.64,52.06,0
UNH,2024/08/15,2024/08/19,9510,LV,33,9,43,2024,maine,,10.83,34.64,52.06,0
Morning Consult,2024/10/23,2024/11/01,4720,LV,42,49,,2024,maryland,,54.64,42.84,2.3,0
The Hill/Emerson,2024/10/19,2024/10/21,8650,LV,40,54,,2024,maryland,,54.64,42.84,2.3,0
Wash Post/Univ. of Maryland*,2024/09/19,2024/09/23,10120,LV,40,51,,2024,maryland,,54.64,42.84,2.3,0
PPP (D),2024/09/16,2024/09/17,5430,LV,37,52,,2024,maryland,,54.64,42.84,2.3,0
The Hill/Emerson,2024/09/12,2024/09/13,8900,LV,42,49,,2024,maryland,,54.64,42.84,2.3,0
Gonzales Research,2024/08/24,2024/08/30,8200,LV,41,46,,2024,maryland,,54.64,42.84,2.3,0
Fabrizio/Anzalone,2024/08/14,2024/08/20,6000,LV,46,46,,2024,maryland,,54.64,42.84,2.3,0
PPP (D),2024/06/19,2024/06/20,6350,RV,40,48,,2024,maryland,,54.64,42.84,2.3,0
The Hill/Emerson,2024/05/06,2024/05/08,11150,RV,38,48,,2024,maryland,,54.64,42.84,2.3,0
Baltimore Sun,2024/04/07,2024/04/10,12920,LV,54,36,,2024,maryland,,54.64,42.84,2.3,0
Goucher College,2024/03/19,2024/03/24,8000,RV,44,40,,2024,maryland,,54.64,42.84,2.3,0
Wash Post/Univ. of Maryland,2024/03/05,2024/03/12,10040,RV,50,36,,2024,maryland,,54.64,42.84,2.3,0
The Hill/Emerson,2024/02/12,2024/02/13,10000,RV,44,37,,2024,maryland,,54.64,42.84,2.3,0
WHDH-TV/Emerson,2024/10/24,2024/10/26,10000,LV,36,56,,2024,massachusetts,,59.81,40,0.18,0
WCVB-TV/Amherst,2024/10/03,2024/10/10,7000,A,34,56,,2024,massachusetts,,59.81,40,0.18,0
WBUR/MassINC,2024/09/12,2024/09/18,8000,LV,35,56,,2024,massachusetts,,59.81,40,0.18,0
UNH,2024/09/12,2024/09/16,5640,LV,32,58,,2024,massachusetts,,59.81,40,0.18,0
UMass Amherst,2024/05/17,2024/05/30,7000,A,24,47,,2024,massachusetts,,59.81,40,0.18,0
Atlas Intel,2024/11/03,2024/11/04,11140,LV,48,49,,2024,michigan,,48.64,48.3,1.02,0
Trafalgar Group (R),2024/11/01,2024/11/03,10790,LV,47,47,,2024,michigan,,48.64,48.3,1.02,0
InsiderAdvantage,2024/11/01,2024/11/02,8000,LV,48,48,,2024,michigan,,48.64,48.3,1.02,0
The Hill/Emerson,2024/10/30,2024/11/02,7900,LV,45,49,,2024,michigan,,48.64,48.3,1.02,0
NY Times/Siena,2024/10/29,2024/11/02,9980,LV,46,48,,2024,michigan,,48.64,48.3,1.02,0
MNS/Mitchell Research,2024/10/29,2024/11/02,5850,LV,48,50,,2024,michigan,,48.64,48.3,1.02,0
Rasmussen Reports,2024/10/24,2024/11/01,9080,LV,46,45,,2024,michigan,,48.64,48.3,1.02,0
Marist,2024/10/27,2024/10/30,12140,LV,46,52,,2024,michigan,,48.64,48.3,1.02,0
Echelon Insights,2024/10/27,2024/10/30,6000,LV,46,48,,2024,michigan,,48.64,48.3,1.02,0
Washington Post,2024/10/24,2024/10/28,10030,LV,45,48,,2024,michigan,,48.64,48.3,1.02,0
FOX News,2024/10/24,2024/10/28,9880,LV,47,51,,2024,michigan,,48.64,48.3,1.02,0
USA Today/Suffolk,2024/10/24,2024/10/27,5000,LV,45,47,,2024,michigan,,48.64,48.3,1.02,0
Detroit Free Press,2024/10/24,2024/10/27,6000,LV,42,47,,2024,michigan,,48.64,48.3,1.02,0
Atlas Intel,2024/11/01,2024/11/02,11980,LV,47,49,,2024,michigan,,48.64,48.3,1.02,0
Atlas Intel,2024/10/27,2024/10/30,11360,LV,46,50,,2024,michigan,,48.64,48.3,1.02,0
MNS/Mitchell Research,2024/10/28,2024/10/29,,LV,49,47,,2024,michigan,,48.64,48.3,1.02,0
Atlas Intel,2024/10/25,2024/10/29,9830,LV,47,49,,2024,michigan,,48.64,48.3,1.02,0
InsiderAdvantage,2024/10/26,2024/10/27,8000,LV,48,48,,2024,michigan,,48.64,48.3,1.02,0
Emerson,2024/10/25,2024/10/27,10000,LV,46,48,,2024,michigan,,48.64,48.3,1.02,0
CNN,2024/10/23,2024/10/28,7260,LV,42,48,,2024,michigan,,48.64,48.3,1.02,0
Susquehanna,2024/10/23,2024/10/27,4000,LV,47,48,,2024,michigan,,48.64,48.3,1.02,0
Morning Consult,2024/10/21,2024/10/30,,LV,41,49,,2024,michigan,,48.64,48.3,1.02,0
UMass Lowell,2024/10/16,2024/10/24,6000,LV,39,48,,2024,michigan,,48.64,48.3,1.02,0
Trafalgar Group (R),2024/10/18,2024/10/20,10900,LV,45,46,,2024,michigan,,48.64,48.3,1.02,0
Quinnipiac,2024/10/17,2024/10/21,11080,LV,44,52,,2024,michigan,,48.64,48.3,1.02,0
Atlas Intel,2024/10/12,2024/10/17,15290,LV,48,48,,2024,michigan,,48.64,48.3,1.02,0
MNS/Mitchell Research,2024/10/14,2024/10/14,5890,LV,43,47,,2024,michigan,,48.64,48.3,1.02,0
Rasmussen Reports,2024/10/09,2024/10/14,10580,LV,44,44,,2024,michigan,,48.64,48.3,1.02,0
MRG,2024/10/07,2024/10/11,6000,LV,41,46,,2024,michigan,,48.64,48.3,1.02,0
InsiderAdvantage,2024/10/08,2024/10/09,8000,LV,45,46,,2024,michigan,,48.64,48.3,1.02,0
The Hill/Emerson,2024/10/05,2024/10/08,9500,LV,44,49,,2024,michigan,,48.64,48.3,1.02,0
Quinnipiac,2024/10/03,2024/10/07,10070,LV,48,48,,2024,michigan,,48.64,48.3,1.02,0
Fabrizio/Anzalone,2024/10/02,2024/10/08,6000,LV,46,49,,2024,michigan,,48.64,48.3,1.02,0
MIRS/MI News Source,2024/09/30,2024/09/30,7090,LV,44,49,,2024,michigan,,48.64,48.3,1.02,0
Trafalgar Group (R),2024/09/28,2024/09/30,10860,LV,47,47,,2024,michigan,,48.64,48.3,1.02,0
NY Times/Siena,2024/09/21,2024/09/26,6880,LV,42,47,,2024,michigan,,48.64,48.3,1.02,0
Atlas Intel,2024/09/20,2024/09/25,9180,LV,49,44,,2024,michigan,,48.64,48.3,1.02,0
Cook Political Report,2024/09/19,2024/09/25,4160,LV,46,50,,2024,michigan,,48.64,48.3,1.02,0
Rasmussen Reports,2024/09/19,2024/09/22,10860,LV,43,47,,2024,michigan,,48.64,48.3,1.02,0
Remington Research (R),2024/09/16,2024/09/20,,LV,43,50,,2024,michigan,,48.64,48.3,1.02,0
USA Today/Suffolk,2024/09/16,2024/09/19,5000,LV,43,45,,2024,michigan,,48.64,48.3,1.02,0
The Hill/Emerson,2024/09/15,2024/09/18,8750,LV,42,47,,2024,michigan,,48.64,48.3,1.02,0
Marist,2024/09/12,2024/09/17,11380,LV,45,52,,2024,michigan,,48.64,48.3,1.02,0
Quinnipiac,2024/09/12,2024/09/16,9050,LV,46,51,,2024,michigan,,48.64,48.3,1.02,0
UMass Lowell,2024/09/11,2024/09/19,6500,LV,34,47,,2024,michigan,,48.64,48.3,1.02,0
MIRS/MI News Source,2024/09/11,2024/09/11,5800,LV,45,48,,2024,michigan,,48.64,48.3,1.02,0
CBS News,2024/09/03,2024/09/06,10860,RV,41,48,,2024,michigan,,48.64,48.3,1.02,0
Trafalgar Group (R),2024/08/28,2024/08/30,10890,LV,45,49,,2024,michigan,,48.64,48.3,1.02,0
The Hill/Emerson,2024/08/25,2024/08/28,8000,LV,41,47,,2024,michigan,,48.64,48.3,1.02,0
CNN,2024/08/23,2024/08/29,7080,LV,41,47,,2024,michigan,,48.64,48.3,1.02,0
EPIC-MRA,2024/08/23,2024/08/26,6000,LV,42,46,,2024,michigan,,48.64,48.3,1.02,0
AmGreatness/TIPP,2024/08/20,2024/08/22,7410,LV,39,49,,2024,michigan,,48.64,48.3,1.02,0
Rasmussen Reports,2024/08/13,2024/08/17,10930,LV,43,45,,2024,michigan,,48.64,48.3,1.02,0
Fabrizio/Anzalone,2024/08/07,2024/08/11,6000,LV,44,47,,2024,michigan,,48.64,48.3,1.02,0
NY Times/Siena,2024/08/05,2024/08/08,6190,LV,43,46,,2024,michigan,,48.64,48.3,1.02,0
Cook Political Report,2024/07/26,2024/08/02,4060,LV,42,50,,2024,michigan,,48.64,48.3,1.02,0
FOX News,2024/07/22,2024/07/24,10120,RV,46,51,,2024,michigan,,48.64,48.3,1.02,0
The Hill/Emerson,2024/07/22,2024/07/23,8000,RV,41,45,,2024,michigan,,48.64,48.3,1.02,0
Rasmussen Reports,2024/07/05,2024/07/12,10250,LV,40,43,,2024,michigan,,48.64,48.3,1.02,0
PPP (D),2024/07/10,2024/07/11,5680,RV,35,45,,2024,michigan,,48.64,48.3,1.02,0
The Times/SAY,2024/07/04,2024/07/12,10000,RV,39,48,,2024,michigan,,48.64,48.3,1.02,0
Remington Research (R),2024/06/29,2024/07/01,5840,RV,43,47,,2024,michigan,,48.64,48.3,1.02,0
The Hill/Emerson,2024/06/13,2024/06/18,10000,RV,39,43,,2024,michigan,,48.64,48.3,1.02,0
MNS/Mitchell Research,2024/06/03,2024/06/03,6970,LV,33,36,,2024,michigan,,48.64,48.3,1.02,0
MIRS/Mitchell Research,2024/05/20,2024/05/21,6970,LV,36,40,,2024,michigan,,48.64,48.3,1.02,0
The Hill/Emerson,2024/04/25,2024/04/29,10000,RV,40,42,,2024,michigan,,48.64,48.3,1.02,0
MIRS/Mitchell Research,2024/03/15,2024/03/16,6270,LV,37,37,,2024,michigan,,48.64,48.3,1.02,0
The Hill/Emerson,2024/03/14,2024/03/18,10000,RV,39,41,,2024,michigan,,48.64,48.3,1.02,0
EPIC-MRA,2024/02/13,2024/02/18,6000,LV,38,39,,2024,michigan,,48.64,48.3,1.02,0
Detroit News/Glengariff,2024/01/02,2024/01/06,6000,LV,37,38,,2024,michigan,,48.64,48.3,1.02,0
EPIC-MRA,2023/11/10,2023/11/16,6000,LV,37,39,,2024,michigan,,48.64,48.3,1.02,0
EPIC-MRA,2023/08/06,2023/08/11,6000,LV,37,42,,2024,michigan,,48.64,48.3,1.02,0
Emerson,2023/08/01,2023/08/02,11210,RV,38,44,,2024,michigan,,48.64,48.3,1.02,0
MIRS/Mitchell Research,2023/07/11,2023/07/13,6390,LV,38,44,,2024,michigan,,48.64,48.3,1.02,0
Atlas Intel,2024/11/01,2024/11/04,20650,LV,41,53,,2024,minnesota,,56.2,40.5,1.73,0
KSTP/SurveyUSA,2024/10/24,2024/10/28,7280,LV,35,52,,2024,minnesota,,56.2,40.5,1.73,0
Rasmussen Reports,2024/10/24,2024/10/26,9590,LV,40,51,,2024,minnesota,,56.2,40.5,1.73,0
MinnPost,2024/10/16,2024/10/22,17340,LV,40,52,,2024,minnesota,,56.2,40.5,1.73,0
KSTP/SurveyUSA,2024/09/23,2024/09/26,6460,LV,35,53,,2024,minnesota,,56.2,40.5,1.73,0
Rasmussen Reports,2024/09/19,2024/09/22,9930,LV,38,49,,2024,minnesota,,56.2,40.5,1.73,0
Star Tribune/Mason-Dixon,2024/09/16,2024/09/18,8000,LV,40,51,,2024,minnesota,,56.2,40.5,1.73,0
KSTP/SurveyUSA,2024/08/27,2024/08/29,6350,LV,36,50,,2024,minnesota,,56.2,40.5,1.73,0
The Hill/Emerson,2024/06/13,2024/06/18,10000,RV,37,48,,2024,minnesota,,56.2,40.5,1.73,0
KSTP/SurveyUSA,2024/06/12,2024/06/16,6260,LV,35,49,,2024,minnesota,,56.2,40.5,1.73,0
The Hill/Emerson,2024/09/12,2024/09/13,8500,LV,51,40,,2024,missouri,,41.84,55.57,1.2,1
The Hill/Emerson,2024/06/17,2024/06/19,10000,RV,47,38,,2024,missouri,,41.84,55.57,1.2,1
Missouri Scout,2024/03/06,2024/03/08,7130,LV,53,39,,2024,missouri,,41.84,55.57,1.2,1
Emerson,2024/01/23,2024/01/28,17770,RV,43,30,,2024,missouri,,41.84,55.57,1.2,1
Emerson,2023/10/01,2023/10/04,4910,RV,45,32,,2024,missouri,,41.84,55.57,1.2,1
Atlas Intel,2024/11/01,2024/11/04,7520,LV,50,39,,2024,montana,,45.5,52.64,1.2,1
The Hill/Emerson,2024/10/23,2024/10/25,10000,LV,50,46,,2024,montana,,45.5,52.64,1.2,1
NY Times/Siena,2024/10/05,2024/10/08,6560,LV,52,44,,2024,montana,,45.5,52.64,1.2,1
Remington Research (R),2024/09/16,2024/09/20,,LV,52,44,,2024,montana,,45.5,52.64,1.2,1
Fabrizio/Binder,2024/08/25,2024/08/29,6000,LV,51,45,,2024,montana,,45.5,52.64,1.2,1
Rasmussen Reports,2024/08/13,2024/08/20,8350,LV,50,43,,2024,montana,,45.5,52.64,1.2,1
KULR-TV (NBC),2024/08/10,2024/08/12,5380,RV,51,45,,2024,montana,,45.5,52.64,1.2,1
The Hill/Emerson,2024/08/05,2024/08/06,10000,LV,48,46,,2024,montana,,45.5,52.64,1.2,1
Remington Research (R),2024/06/29,2024/07/01,,RV,50,45,,2024,montana,,45.5,52.64,1.2,1
The Hill/Emerson,2024/02/26,2024/03/02,10000,RV,42,44,,2024,montana,,45.5,52.64,1.2,1
KULR-TV/SurveyUSA,2024/02/12,2024/02/15,5490,LV,40,49,,2024,montana,,45.5,52.64,1.2,1
Emerson,2023/10/01,2023/10/04,4470,RV,35,39,,2024,montana,,45.5,52.64,1.2,1
Economist/YouGov,2024/10/21,2024/10/28,12200,LV,50,,43,2024,nebraska,1,,,,
NY Times/Siena,2024/10/23,2024/10/26,11940,LV,48,,46,2024,nebraska,1,,,,
Atlas Intel,2024/11/03,2024/11/04,7070,LV,43,48,,2024,nevada,,47.87,46.22,1.46,0
The Hill/Emerson,2024/10/30,2024/11/02,8400,LV,44,50,,2024,nevada,,47.87,46.22,1.46,0
Noble Predictive Insights,2024/10/28,2024/10/31,5930,LV,46,48,,2024,nevada,,47.87,46.22,1.46,0
Susquehanna,2024/10/28,2024/10/31,4000,LV,47,46,,2024,nevada,,47.87,46.22,1.46,0
NY Times/Siena,2024/10/24,2024/11/02,10100,LV,43,52,,2024,nevada,,47.87,46.22,1.46,0
Data for Progress (D)**,2024/10/25,2024/10/30,7210,LV,42,49,,2024,nevada,,47.87,46.22,1.46,0
Rasmussen Reports,2024/10/25,2024/10/28,7670,LV,41,50,,2024,nevada,,47.87,46.22,1.46,0
Trafalgar Group (R),2024/10/25,2024/10/28,10820,LV,45,47,,2024,nevada,,47.87,46.22,1.46,0
Atlas Intel,2024/11/01,2024/11/02,7820,LV,46,46,,2024,nevada,,47.87,46.22,1.46,0
Emerson,2024/10/29,2024/10/31,7000,LV,45,49,,2024,nevada,,47.87,46.22,1.46,0
Atlas Intel,2024/10/27,2024/10/30,8450,LV,45,47,,2024,nevada,,47.87,46.22,1.46,0
Atlas Intel,2024/10/25,2024/10/29,10830,LV,44,49,,2024,nevada,,47.87,46.22,1.46,0
CNN,2024/10/21,2024/10/26,6830,LV,41,50,,2024,nevada,,47.87,46.22,1.46,0
InsiderAdvantage,2024/10/19,2024/10/20,8000,LV,44,48,,2024,nevada,,47.87,46.22,1.46,0
Atlas Intel,2024/10/12,2024/10/17,11710,LV,43,47,,2024,nevada,,47.87,46.22,1.46,0
Fabrizio/Anzalone,2024/10/08,2024/10/15,6000,LV,44,49,,2024,nevada,,47.87,46.22,1.46,0
Rasmussen Reports,2024/10/09,2024/10/14,7480,LV,44,47,,2024,nevada,,47.87,46.22,1.46,0
Trafalgar Group (R),2024/10/10,2024/10/13,10880,LV,43,48,,2024,nevada,,47.87,46.22,1.46,0
The Hill/Emerson,2024/10/05,2024/10/08,9000,LV,42,50,,2024,nevada,,47.87,46.22,1.46,0
InsiderAdvantage,2024/09/29,2024/09/30,8000,LV,42,49,,2024,nevada,,47.87,46.22,1.46,0
Atlas Intel,2024/09/20,2024/09/25,8580,LV,46,48,,2024,nevada,,47.87,46.22,1.46,0
Cook Political Report,2024/09/19,2024/09/25,4090,LV,40,53,,2024,nevada,,47.87,46.22,1.46,0
Rasmussen Reports,2024/09/19,2024/09/22,7380,LV,40,50,,2024,nevada,,47.87,46.22,1.46,0
Remington Research (R),2024/09/16,2024/09/20,,LV,41,47,,2024,nevada,,47.87,46.22,1.46,0
The Hill/Emerson,2024/09/15,2024/09/18,8950,LV,41,48,,2024,nevada,,47.87,46.22,1.46,0
Noble Predictive Insights,2024/09/09,2024/09/16,6920,LV,38,53,,2024,nevada,,47.87,46.22,1.46,0
Trafalgar Group (R),2024/09/11,2024/09/13,10790,LV,40,48,,2024,nevada,,47.87,46.22,1.46,0
InsiderAdvantage,2024/08/29,2024/08/31,8000,LV,39,49,,2024,nevada,,47.87,46.22,1.46,0
CNN,2024/08/23,2024/08/29,6260,LV,40,50,,2024,nevada,,47.87,46.22,1.46,0
The Hill/Emerson,2024/08/25,2024/08/28,11680,LV,40,50,,2024,nevada,,47.87,46.22,1.46,0
FOX News,2024/08/23,2024/08/26,10260,RV,41,55,,2024,nevada,,47.87,46.22,1.46,0
Rasmussen Reports,2024/08/13,2024/08/19,9800,LV,39,50,,2024,nevada,,47.87,46.22,1.46,0
NY Times/Siena,2024/08/12,2024/08/15,6770,LV,40,49,,2024,nevada,,47.87,46.22,1.46,0
Cook Political Report,2024/07/26,2024/08/02,4030,LV,36,54,,2024,nevada,,47.87,46.22,1.46,0
Rasmussen Reports,2024/07/05,2024/07/12,7610,LV,42,45,,2024,nevada,,47.87,46.22,1.46,0
The Times/SAY,2024/07/04,2024/07/12,8000,RV,40,47,,2024,nevada,,47.87,46.22,1.46,0
Remington Research (R),2024/06/29,2024/07/01,6010,RV,46,48,,2024,nevada,,47.87,46.22,1.46,0
The Hill/Emerson,2024/06/13,2024/06/18,10000,RV,38,50,,2024,nevada,,47.87,46.22,1.46,0
Fabrizio/Anzalone,2024/06/12,2024/06/18,6000,LV,42,47,,2024,nevada,,47.87,46.22,1.46,0
NY Times/Siena,2024/04/28,2024/05/09,6140,LV,41,41,,2024,nevada,,47.87,46.22,1.46,0
The Hill/Emerson,2024/04/25,2024/04/29,10000,RV,37,45,,2024,nevada,,47.87,46.22,1.46,0
The Hill/Emerson,2024/03/12,2024/03/15,10000,RV,39,41,,2024,nevada,,47.87,46.22,1.46,0
Noble Predictive Insights,2024/02/27,2024/03/05,8290,RV,35,41,,2024,nevada,,47.87,46.22,1.46,0
The Hill/Emerson,2024/02/16,2024/02/19,10000,RV,38,40,,2024,nevada,,47.87,46.22,1.46,0
Fairleigh Dickinson,2024/10/20,2024/10/27,8060,RV,39,57,,2024,new-jersey,,53.55,43.94,1.13,0
Cygnal (R)*,2024/10/23,2024/10/24,6000,LV,32,51,,2024,new-jersey,,53.55,43.94,1.13,0
Rutgers-Eagleton,2024/10/15,2024/10/22,9290,RV,26,49,,2024,new-jersey,,53.55,43.94,1.13,0
Fairleigh Dickinson,2024/04/01,2024/04/08,8090,RV,38,47,,2024,new-jersey,,53.55,43.94,1.13,0
Rasmussen Reports,2024/10/24,2024/10/26,7490,LV,41,50,,2024,new-mexico,,55.06,44.94,0,0
Rasmussen Reports,2024/09/19,2024/09/22,7080,LV,38,49,,2024,new-mexico,,55.06,44.94,0,0
The Hill/Emerson,2024/08/20,2024/08/22,9650,RV,37,49,,2024,new-mexico,,55.06,44.94,0,0
PPP (D),2024/06/13,2024/06/14,5550,RV,40,47,,2024,new-mexico,,55.06,44.94,0,0
Cygnal (R),2024/10/26,2024/10/27,6000,LV,39,58,,2024,new-york,,58.91,40.59,0.49,0
Siena,2024/10/13,2024/10/17,8720,LV,31,57,,2024,new-york,,58.91,40.59,0.49,0
The Hill/Emerson,2024/09/23,2024/09/25,10000,LV,33,50,,2024,new-york,,58.91,40.59,0.49,0
Siena,2024/09/11,2024/09/16,10030,LV,31,54,,2024,new-york,,58.91,40.59,0.49,0
Siena,2024/07/28,2024/08/01,11990,LV,33,56,,2024,new-york,,58.91,40.59,0.49,0
North Dakota Poll,2024/09/28,2024/09/30,5000,LV,51,29,,2024,north-dakota,,33.38,66.31,0.32,1
Emerson,2023/10/01,2023/10/04,4190,RV,45,19,,2024,north-dakota,,33.38,66.31,0.32,1
Trafalgar Group (R),2024/11/02,2024/11/04,10950,LV,48,48,,2024,ohio,,46.47,50.09,3.43,1
Atlas Intel,2024/11/01,2024/11/04,10220,LV,49,46,,2024,ohio,,46.47,50.09,3.43,1
The Hill/Emerson,2024/10/30,2024/11/02,9000,LV,48,45,,2024,ohio,,46.47,50.09,3.43,1
Morning Consult,2024/10/23,2024/11/01,12540,LV,47,46,,2024,ohio,,46.47,50.09,3.43,1
Trafalgar Group (R),2024/10/25,2024/10/28,11270,LV,47,48,,2024,ohio,,46.47,50.09,3.43,1
Bowling Green/YouGov,2024/10/10,2024/10/21,10000,LV,45,47,,2024,ohio,,46.47,50.09,3.43,1
Rasmussen Reports,2024/10/09,2024/10/14,10510,LV,45,44,,2024,ohio,,46.47,50.09,3.43,1
Morning Consult,2024/10/06,2024/10/15,12430,LV,47,46,,2024,ohio,,46.47,50.09,3.43,1
Washington Post,2024/10/03,2024/10/07,10020,LV,47,48,,2024,ohio,,46.47,50.09,3.43,1
Marist,2024/10/03,2024/10/07,13270,LV,48,50,,2024,ohio,,46.47,50.09,3.43,1
NY Times/Siena,2024/09/21,2024/09/26,6870,LV,43,47,,2024,ohio,,46.47,50.09,3.43,1
Bowling Green/YouGov,2024/09/18,2024/09/27,10000,LV,45,49,,2024,ohio,,46.47,50.09,3.43,1
The Hill/Emerson,2024/09/03,2024/09/05,9450,LV,44,46,,2024,ohio,,46.47,50.09,3.43,1
Rasmussen Reports,2024/08/13,2024/08/17,12670,LV,42,47,,2024,ohio,,46.47,50.09,3.43,1
Fabrizio/Anzalone,2024/07/23,2024/07/28,6000,LV,42,46,,2024,ohio,,46.47,50.09,3.43,1
Remington Research (R),2024/06/29,2024/07/01,,RV,44,50,,2024,ohio,,46.47,50.09,3.43,1
Marist,2024/06/03,2024/06/06,11370,RV,45,50,,2024,ohio,,46.47,50.09,3.43,1
East Carolina U.,2024/03/08,2024/03/11,12980,LV,41,45,,2024,ohio,,46.47,50.09,3.43,1
ONU/SurveyUSA,2024/03/06,2024/03/11,11210,LV,37,43,,2024,ohio,,46.47,50.09,3.43,1
The Hill/Emerson,2024/03/07,2024/03/10,13000,RV,34,39,,2024,ohio,,46.47,50.09,3.43,1
Emerson,2024/01/23,2024/01/25,18440,RV,37,39,,2024,ohio,,46.47,50.09,3.43,1
WJW-TV/Emerson,2023/11/10,2023/11/13,10000,RV,32,42,,2024,ohio,,46.47,50.09,3.43,1
Data for Progress (D)**,2023/10/31,2023/11/02,5970,LV,44,47,,2024,ohio,,46.47,50.09,3.43,1
Emerson,2023/10/02,2023/10/04,4380,RV,33,35,,2024,ohio,,46.47,50.09,3.43,1
USA Today/Suffolk,2023/07/09,2023/07/12,5000,LV,41,48,,2024,ohio,,46.47,50.09,3.43,1
East Carolina U.,2023/06/21,2023/06/24,8050,RV,42,46,,2024,ohio,,46.47,50.09,3.43,1
Atlas Intel,2024/11/03,2024/11/04,18400,LV,47,49,,2024,pennsylvania,,48.6,48.82,1.29,1
Trafalgar Group (R),2024/11/01,2024/11/03,10890,LV,47,46,,2024,pennsylvania,,48.6,48.82,1.29,1
InsiderAdvantage,2024/11/01,2024/11/02,8000,LV,47,48,,2024,pennsylvania,,48.6,48.82,1.29,1
The Hill/Emerson,2024/10/30,2024/11/02,10000,LV,47,47,,2024,pennsylvania,,48.6,48.82,1.29,1
NY Times/Siena,2024/10/29,2024/11/02,15270,LV,45,50,,2024,pennsylvania,,48.6,48.82,1.29,1
Muhlenberg College,2024/10/27,2024/10/30,4690,LV,46,49,,2024,pennsylvania,,48.6,48.82,1.29,1
Marist,2024/10/27,2024/10/30,14000,LV,48,50,,2024,pennsylvania,,48.6,48.82,1.29,1
Echelon Insights,2024/10/27,2024/10/30,6000,LV,47,44,,2024,pennsylvania,,48.6,48.82,1.29,1
USA Today/Suffolk,2024/10/27,2024/10/30,5000,LV,46,49,,2024,pennsylvania,,48.6,48.82,1.29,1
Washington Post,2024/10/26,2024/10/30,12040,LV,46,49,,2024,pennsylvania,,48.6,48.82,1.29,1
Data for Progress (D)**,2024/10/25,2024/10/30,9080,LV,45,49,,2024,pennsylvania,,48.6,48.82,1.29,1
Rasmussen Reports,2024/10/25,2024/10/28,8490,LV,46,46,,2024,pennsylvania,,48.6,48.82,1.29,1
FOX News,2024/10/24,2024/10/28,10570,LV,48,50,,2024,pennsylvania,,48.6,48.82,1.29,1
Quinnipiac,2024/10/24,2024/10/28,21860,LV,47,50,,2024,pennsylvania,,48.6,48.82,1.29,1
CNN,2024/10/23,2024/10/28,8190,LV,45,48,,2024,pennsylvania,,48.6,48.82,1.29,1
Morning Consult,2024/10/21,2024/10/30,,LV,43,46,,2024,pennsylvania,,48.6,48.82,1.29,1
Atlas Intel,2024/11/01,2024/11/02,20490,LV,47,49,,2024,pennsylvania,,48.6,48.82,1.29,1
Atlas Intel,2024/10/27,2024/10/30,17380,LV,46,49,,2024,pennsylvania,,48.6,48.82,1.29,1
Atlas Intel,2024/10/25,2024/10/29,12990,LV,47,49,,2024,pennsylvania,,48.6,48.82,1.29,1
